data_type,model_type,item_id,worker_id,question,answer
tifa160,vq-diffusion,tifa160_113,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_113,4387897261,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_113,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_61,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_61,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_61,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_61,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_61,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_123,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_123,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_123,4379690288,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_123,4387897261,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_123,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_151,4375840905,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_151,4375843592,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_151,4379690288,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_151,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_151,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_128,4375840905,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_128,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_128,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_128,4387897261,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_128,4389767429,How consistent is the image with the text description?,2
tifa160,sd2dot1,tifa160_30,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_30,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_30,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_30,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_30,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_13,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_13,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_13,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_13,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_13,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_69,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_69,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_69,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_69,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_69,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_136,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_136,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_136,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_136,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_136,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_147,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_147,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_147,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_147,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_147,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_145,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_145,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_145,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_145,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_145,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_103,4375840905,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_103,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_103,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_103,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_103,4389767429,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_41,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_41,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_41,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_41,4387897261,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_41,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_52,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_52,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_52,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_52,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_52,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_150,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_150,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_150,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_150,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_150,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_135,4375840905,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_135,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_135,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_135,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_135,4389767429,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_138,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_138,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_138,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_138,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_138,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_152,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_152,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_152,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_152,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_152,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_82,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_82,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_82,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_82,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_82,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_27,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_27,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_27,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_27,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_27,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_116,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_120,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_78,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_78,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_78,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_78,4387897261,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_78,4389767429,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_155,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_155,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_155,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_155,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_155,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_38,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_38,4375843592,How consistent is the image with the text description?,1
tifa160,vq-diffusion,tifa160_38,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_38,4387897261,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_38,4389767429,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_7,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_7,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_7,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_7,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_7,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_51,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_51,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_51,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_51,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_51,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_83,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_83,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_83,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_83,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_83,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_103,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_103,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_103,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_103,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_103,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_87,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_87,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_87,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_87,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_87,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_77,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_77,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_77,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_77,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_77,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_17,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_17,4375843592,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_17,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_17,4387897261,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_17,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_85,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_85,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_85,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_85,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_85,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_84,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_84,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_84,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_84,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_84,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_122,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_122,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_122,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_122,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_122,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_16,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_16,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_16,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_16,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_16,4389767429,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_39,4375840905,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_39,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_39,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_39,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_39,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_11,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_11,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_11,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_11,4387897261,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_11,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_49,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_49,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_49,4379690288,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_49,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_49,4389767429,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_65,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_65,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_65,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_65,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_65,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_70,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_70,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_70,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_70,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_70,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_158,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_158,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_158,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_158,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_158,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_70,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_70,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_70,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_70,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_70,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_65,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_65,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_65,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_65,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_65,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_32,4375840905,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_32,4375843592,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_32,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_32,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_32,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_71,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_71,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_71,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_71,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_71,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_34,4375840905,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_34,4375843592,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_34,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_34,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_34,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_50,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_50,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_50,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_50,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_50,4389767429,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_11,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_11,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_11,4379690288,How consistent is the image with the text description?,5
