dsg_prompt_split,qg_model,t2i_model,item_id,question,answer
tifa160,vq2a,mini-dalle,tifa160_4,Who is trying to pull off a trick on the ramp? A male skateboarder?,
tifa160,vq2a,mini-dalle,tifa160_4,What is the skateboarder trying to pull off? trick?,yes
tifa160,vq2a,mini-dalle,tifa160_41,Where are the people in the picture walking? city sidewalk?,yes
tifa160,vq2a,mini-dalle,tifa160_41,Who is walking down the sidewalk? People?,yes
tifa160,vq2a,mini-dalle,tifa160_18,What is on the bed in the photograph? laptop?,yes
tifa160,vq2a,mini-dalle,tifa160_18,What is the laptop on? bed?,yes
tifa160,vq2a,mini-dalle,tifa160_18,"Aside from white, what color is the photograph? Black?",yes
tifa160,vq2a,mini-dalle,tifa160_18,A bed with a laptop on it is depicted in what medium? white photograph?,
tifa160,vq2a,mini-dalle,tifa160_45,What are the beginner skiers having? class?,yes
tifa160,vq2a,mini-dalle,tifa160_45,What kind of skiers are in class X 1? beginner snow skiers?,
tifa160,vq2a,mini-dalle,tifa160_88,What is flying through the air with propellers? A commercial airplane?,
tifa160,vq2a,mini-dalle,tifa160_88,A commercial airplane has what flying through the air? propellers?,
tifa160,vq2a,mini-dalle,tifa160_55,Where are the seashells on the toilet? top?,no
tifa160,vq2a,mini-dalle,tifa160_55,What is on top of the seashells? Small white toilet?,yes
tifa160,vq2a,mini-dalle,tifa160_55,What is on top of the toilet? seashells?,no
tifa160,vq2a,mini-dalle,tifa160_94,Where is this man located? food truck?,yes
tifa160,vq2a,mini-dalle,tifa160_94,Who is pictured at a food truck looking at the menu? A man?,
tifa160,vq2a,mini-dalle,tifa160_75,What is in the grass field? Some very big furry brown bears?,
tifa160,vq2a,mini-dalle,tifa160_69,What is the woman on the couch playing? video game?,yes
tifa160,vq2a,mini-dalle,tifa160_69,Who is seen playing a video game on a couch? A young woman?,
tifa160,vq2a,mini-dalle,tifa160_73,What kind of water is near the sign? body?,yes
tifa160,vq2a,mini-dalle,tifa160_73,What is laying on a lush green field near a body of water? A sign?,
tifa160,vq2a,mini-dalle,tifa160_73,Where is the sign located? lush green field?,yes
tifa160,vq2a,mini-dalle,tifa160_50,"Besides veggies and broccoli, what else is on the plate? meat?",
tifa160,vq2a,mini-dalle,tifa160_50,"What is topped with broccoli, meat and veggies? A red plate?",
tifa160,vq2a,mini-dalle,tifa160_78,What kind of chair is the woman sitting in? modern chair?,yes
tifa160,vq2a,mini-dalle,tifa160_78,Who is pictured in a blue dress sitting next to a vase in an empty room? Woman?,
tifa160,vq2a,mini-dalle,tifa160_78,What color is the woman's dress? blue dress?,yes
tifa160,vq2a,mini-dalle,tifa160_3,What is sitting outside of a building? A large motorcycle?,yes
tifa160,vq2a,mini-dalle,tifa160_79,How many people are standing next to the elephant? Three people?,yes
tifa160,vq2a,mini-dalle,tifa160_79,What large animal are the people standing next to? elephant?,yes
tifa160,vq2a,mini-dalle,tifa160_79,How many people are standing next to the elephant? Three?,yes
tifa160,vq2a,mini-dalle,tifa160_7,Who is holding a racquet on top of a tennis court? A woman?,
tifa160,vq2a,mini-dalle,tifa160_7,Where on a tennis court is the woman holding a racquet? top?,
tifa160,vq2a,mini-dalle,tifa160_7,What is the woman holding? racquet?,yes
tifa160,vq2a,mini-dalle,tifa160_51,Who is on the court playing tennis? The woman?,yes
tifa160,vq2a,mini-dalle,tifa160_51,Where is the woman playing tennis? court?,yes
tifa160,vq2a,mini-dalle,tifa160_51,What is the woman on the tennis court doing? game?,yes
tifa160,vq2a,mini-dalle,tifa160_6,What is the man wearing? green suiit?,yes
tifa160,vq2a,mini-dalle,tifa160_6,What is the man in the green suit leaning over? laptop?,yes
tifa160,vq2a,mini-dalle,tifa160_6,Who is in the picture? A man?,yes
tifa160,vq2a,mini-dalle,tifa160_77,Who is pictured next to a small refrigerator? A woman?,yes
tifa160,vq2a,mini-dalle,tifa160_71,What color are the umbrellas on the beach? crowded red?,
tifa160,vq2a,mini-dalle,tifa160_71,What is crowded with red and white umbrellas? The beach?,
tifa160,vq2a,mini-dalle,tifa160_48,A woman in a black jacket is seen with what food? pizza?,yes
tifa160,vq2a,mini-dalle,tifa160_48,What is the woman wearing? black jacket?,yes
tifa160,vq2a,mini-dalle,tifa160_48,Who is wearing a black jacket and holding a pizza? woman?,
tifa160,vq2a,mini-dalle,tifa160_46,How many surfers are carrying their boards into the ocean? A group?,
tifa160,vq2a,mini-dalle,tifa160_46,Who is carrying their surf boards into the ocean? surfers?,
tifa160,vq2a,mini-dalle,tifa160_46,What are the surfers carrying into the ocean? their surf boards?,
tifa160,vq2a,mini-dalle,tifa160_2,Where is the bear walking? forest?,yes
tifa160,vq2a,mini-dalle,tifa160_2,What animal is in the picture? A brown bear?,yes
tifa160,vq2a,mini-dalle,tifa160_59,How many children are holding a Frisbee? two?,no
tifa160,vq2a,mini-dalle,tifa160_59,How many children are pictured? A group?,yes
tifa160,vq2a,mini-dalle,tifa160_59,Who is sitting in the grass with a Frisbee? children?,yes
tifa160,vq2a,mini-dalle,tifa160_59,Where are the children sitting? grass?,yes
tifa160,vq2a,mini-dalle,tifa160_59,What are two of the children holding? Frisbee?,yes
tifa160,vq2a,mini-dalle,tifa160_47,Who is eating hay in black and white? Three zebras?,yes
tifa160,vq2a,mini-dalle,tifa160_47,How many zebras eat hay in black and white? Three?,yes
tifa160,vq2a,mini-dalle,tifa160_57,Who was using his cell during the party? Guy?,yes
tifa160,vq2a,mini-dalle,tifa160_57,What was the guy using his cell phone during? party?,yes
tifa160,vq2a,mini-dalle,tifa160_57,What is the guy using during the party? his cell?,yes
tifa160,vq2a,mini-dalle,tifa160_64,What is the large giraffe looking at? smaller giraffe?,no
tifa160,vq2a,mini-dalle,tifa160_103,What does the woman have all over her face? piercings?,yes
tifa160,vq2a,mini-dalle,tifa160_103,What color are the woman's eyes? green eyes?,yes
tifa160,vq2a,mini-dalle,tifa160_103,Who has green eyes and piercings all over her face? A young woman?,
tifa160,vq2a,mini-dalle,tifa160_14,What are people flying in the sky? kites?,yes
tifa160,vq2a,mini-dalle,tifa160_14,Who is flying the kites in the sky? The people?,yes
tifa160,vq2a,mini-dalle,tifa160_56,What kind of store is decorated with signs and bears? A teddy bear store?,
tifa160,vq2a,mini-dalle,tifa160_56,A teddy bear store is decorated with bears and what? signs?,
tifa160,vq2a,mini-dalle,tifa160_98,What is in the foreground? grassy slope?,no
tifa160,vq2a,mini-dalle,tifa160_98,Where is the evergreen tree located in the photograph? foreground?,
tifa160,vq2a,mini-dalle,tifa160_98,What covers the background? A white slope?,yes
tifa160,vq2a,mini-dalle,tifa160_98,What is grazing on the grassy slope in the foreground? several rams?,
tifa160,vq2a,mini-dalle,tifa160_98,What type of tree is in the foreground? underdeveloped evergreen?,
tifa160,vq2a,mini-dalle,tifa160_98,How is the evergreen tree in the foreground? measly?,
tifa160,vq2a,mini-dalle,tifa160_98,How many trees are in the foreground? one?,yes
tifa160,vq2a,mini-dalle,tifa160_90,How many bananas are in the bowl? two?,no
tifa160,vq2a,mini-dalle,tifa160_90,"Besides the pear and orange, what else is in the bowl? two bananas?",
tifa160,vq2a,mini-dalle,tifa160_90,"Besides bananas, what else is in the bowl? A pear, orange,?",
tifa160,vq2a,mini-dalle,tifa160_63,Where is the traffic light located? crossroads intersection?,yes
tifa160,vq2a,mini-dalle,tifa160_63,What is at a crossroads intersection near a waterway? A traffic light?,
tifa160,vq2a,mini-dalle,tifa160_63,A traffic light and a what at a crossroads intersection near a waterway? signpost?,
tifa160,vq2a,mini-dalle,tifa160_15,A large clock hangs from what? building?,yes
tifa160,vq2a,mini-dalle,tifa160_15,What is hanging from a building? large clock?,yes
tifa160,vq2a,mini-dalle,tifa160_100,What is under the furniture? A teddy bear?,yes
tifa160,vq2a,mini-dalle,tifa160_100,What is the teddy bear under? some furniture?,yes
tifa160,vq2a,mini-dalle,tifa160_80,Where are the giraffes gathered? their enclosure?,
tifa160,vq2a,mini-dalle,tifa160_80,How many giraffes are in the enclosure? A group?,yes
tifa160,vq2a,mini-dalle,tifa160_80,What animals are in the enclosure? giraffes?,yes
tifa160,vq2a,mini-dalle,tifa160_13,Who is on the wave? A man?,yes
tifa160,vq2a,mini-dalle,tifa160_13,What is the man wearing? black shirt?,yes
tifa160,vq2a,mini-dalle,tifa160_60,What is pictured on a dirt road next to a building? A grey motorcycle?,
tifa160,vq2a,mini-dalle,tifa160_60,What kind of road is the motorcycle on? dirt road?,yes
tifa160,vq2a,mini-dalle,tifa160_68,What is on a track near many trees? train?,yes
tifa160,vq2a,mini-dalle,tifa160_68,What is the train on? track?,yes
tifa160,vq2a,mini-dalle,tifa160_68,A train on a track near what? many trees?,yes
tifa160,vq2a,mini-dalle,tifa160_42,Where is the boy holding the soccer ball? his arms?,
tifa160,vq2a,mini-dalle,tifa160_42,What does the boy have in his arms? soccer ball?,yes
tifa160,vq2a,mini-dalle,tifa160_42,Who is holding a soccer ball? A little boy?,yes
tifa160,vq2a,mini-dalle,tifa160_92,Who is pictured on a motorcycle smoking a cigarette? A man?,
tifa160,vq2a,mini-dalle,tifa160_92,What is the man riding? motorcycle?,yes
tifa160,vq2a,mini-dalle,tifa160_0,What has lights and a teddy bear on it? A Christmas tree?,
tifa160,vq2a,mini-dalle,tifa160_0,A Christmas tree with lights and what kind of bear? teddy?,yes
tifa160,vq2a,mini-dalle,tifa160_0,What is on the Christmas tree? lights?,yes
tifa160,vq2a,mini-dalle,tifa160_0,What kind of tree is this? Christmas?,yes
tifa160,vq2a,mini-dalle,tifa160_93,"Along with a truck, what vehicle is pictured at a red light? A car?",
tifa160,vq2a,mini-dalle,tifa160_93,"Along with a car, what vehicle is pictured at a red light? truck?",
tifa160,vq2a,mini-dalle,tifa160_11,What is the man wearing? wet suit?,yes
tifa160,vq2a,mini-dalle,tifa160_11,Who is wearing a wet suit and surfing? A man?,yes
tifa160,vq2a,mini-dalle,tifa160_95,In what position are the two people on the motorcycle? front?,yes
tifa160,vq2a,mini-dalle,tifa160_95,Who is with the woman on the motorcycle? A man?,yes
tifa160,vq2a,mini-dalle,tifa160_95,Who is with the man on the motorcycle? woman?,yes
tifa160,vq2a,mini-dalle,tifa160_43,Who is holding a tennis racket? man?,yes
tifa160,vq2a,mini-dalle,tifa160_43,What does the man do while he waits for the ball? tennis racket waits?,
tifa160,vq2a,mini-dalle,tifa160_43,A man with a tennis racket waits for what? ball?,yes
tifa160,vq2a,mini-dalle,tifa160_81,A house where you can see the relaxing room and what other room? bedroom?,
tifa160,vq2a,mini-dalle,tifa160_81,Where can you see the bedroom and relaxing room? A house?,yes
tifa160,vq2a,mini-dalle,tifa160_101,How many people are on the horses? three men?,yes
tifa160,vq2a,mini-dalle,tifa160_101,How many men are riding horses? three?,yes
tifa160,vq2a,mini-dalle,tifa160_101,Where are the men riding horses? grassy field?,yes
tifa160,vq2a,mini-dalle,tifa160_101,What are the men riding? horses?,yes
tifa160,vq2a,mini-dalle,tifa160_87,Which side of the motorcycle is pictured? front?,yes
tifa160,vq2a,mini-dalle,tifa160_87,What kind of picture is this? Closeup picture?,yes
tifa160,vq2a,mini-dalle,tifa160_87,What type of picture is this? Closeup?,yes
tifa160,vq2a,mini-dalle,tifa160_96,What kind of wave is the man surfing? large wave?,yes
tifa160,vq2a,mini-dalle,tifa160_96,Who is wearing a black suit and riding a wave? A man?,
tifa160,vq2a,mini-dalle,tifa160_96,What is the man wearing? black suit?,yes
tifa160,vq2a,mini-dalle,tifa160_72,Who is wearing red and playing tennis on a blue and green court? A lady?,
tifa160,vq2a,mini-dalle,tifa160_72,What is the lady in the picture doing? red playing tennis?,yes
tifa160,vq2a,mini-dalle,tifa160_72,"Besides green, what color is the court? blue?",yes
tifa160,vq2a,mini-dalle,tifa160_53,What is the kitten listening to? rain tap?,no
tifa160,vq2a,mini-dalle,tifa160_53,Where is the kitten standing? windowpane?,yes
tifa160,vq2a,mini-dalle,tifa160_53,What age is the kitten? Young?,yes
tifa160,vq2a,mini-dalle,tifa160_49,A dog is laying with what? remote controller?,yes
tifa160,vq2a,mini-dalle,tifa160_52,How are the motorcycles parked on the side of the road? A row?,
tifa160,vq2a,mini-dalle,tifa160_52,What is pictured parked on the side of a road? motorcycles?,
tifa160,vq2a,mini-dalle,tifa160_52,On what part of the road are the motorcycles parked? side?,
tifa160,vq2a,mini-dalle,tifa160_44,Who is running to a base during a game at night? A baseball player?,
tifa160,vq2a,mini-dalle,tifa160_44,A baseball player running to what during a game at night? base?,
tifa160,vq2a,mini-dalle,tifa160_44,During what is the baseball player running to a base? game?,yes
tifa160,vq2a,mini-dalle,tifa160_99,People wearing helmets are standing next to what in the woods? bikes?,
tifa160,vq2a,mini-dalle,tifa160_99,Who is wearing helmets next to bikes in the woods? People?,
tifa160,vq2a,mini-dalle,tifa160_99,What are people wearing while riding bikes in the woods? helmets?,
tifa160,vq2a,mini-dalle,tifa160_61,What is locked to a black pole on a sidewalk? A red bike?,
tifa160,vq2a,mini-dalle,tifa160_61,What color pole is the bike locked to? black pole?,no
tifa160,vq2a,mini-dalle,tifa160_61,What color are the handles on the bike? white handles?,yes
tifa160,vq2a,mini-dalle,tifa160_66,Where is the blanket on the bed? top?,yes
tifa160,vq2a,mini-dalle,tifa160_66,Who is lying on the small blanket on top of the unmade bed? The caramel-colored kitten?,
tifa160,vq2a,mini-dalle,tifa160_66,What is the kitten lying on? small blanket?,yes
tifa160,vq2a,mini-dalle,tifa160_9,What is the man holding? beer?,yes
tifa160,vq2a,mini-dalle,tifa160_9,What is the man wearing? suit?,yes
tifa160,vq2a,mini-dalle,tifa160_9,Who is pictured in the beer ad? A young man?,yes
tifa160,vq2a,mini-dalle,tifa160_58,What is the skateboarder wearing? blue jacket?,yes
tifa160,vq2a,mini-dalle,tifa160_58,Who is doing a trick in a blue jacket? skateboarder?,
tifa160,vq2a,mini-dalle,tifa160_58,What is the skateboarder doing? trick?,yes
tifa160,vq2a,mini-dalle,tifa160_123,On what part of the spoon is the umbrella located? top?,
tifa160,vq2a,mini-dalle,tifa160_123,What is on top of a spoon? An umbrella?,yes
tifa160,vq2a,mini-dalle,tifa160_133,What animal is to the right of a fire hydrant? A zebra?,
tifa160,vq2a,mini-dalle,tifa160_133,Which way is the zebra facing the fire hydrant? right?,
tifa160,vq2a,mini-dalle,tifa160_104,What kind of statue is it? Greek statue?,yes
tifa160,vq2a,mini-dalle,tifa160_104,Who is tripping over the cat in the statue? man?,yes
tifa160,vq2a,mini-dalle,tifa160_111,What is pictured in a kid's bedroom? mega Lego space station?,
tifa160,vq2a,mini-dalle,tifa160_111,What toy was used to build the space station? Lego?,yes
tifa160,vq2a,mini-dalle,tifa160_111,What is there of a mega Lego space station inside a kid's bedroom? Photo?,
tifa160,vq2a,mini-dalle,tifa160_142,"Along with neon orange, what color was used on the dog's face? neon green?",
tifa160,vq2a,mini-dalle,tifa160_142,What was the dog wearing? bright green wrestling tights?,yes
tifa160,vq2a,mini-dalle,tifa160_142,"Along with neon green, what color face paint did the dog have? neon orange face paint?",
tifa160,vq2a,mini-dalle,tifa160_142,What breed of dog is in the photo? Pomeranian?,yes
tifa160,vq2a,mini-dalle,tifa160_142,What kind of photo is this? A realistic photo?,yes
tifa160,vq2a,mini-dalle,tifa160_158,How many dogs were on the street? Two?,yes
tifa160,vq2a,mini-dalle,tifa160_158,How many dogs were on the street? Two dogs?,yes
tifa160,vq2a,mini-dalle,tifa160_126,What shape is made of denim? A cube?,yes
tifa160,vq2a,mini-dalle,tifa160_126,A cube with the what of denim? texture?,yes
tifa160,vq2a,mini-dalle,tifa160_117,Which book is on top of the stack? A green book?,no
tifa160,vq2a,mini-dalle,tifa160_117,Which book is at the bottom of the stack? The blue book?,
tifa160,vq2a,mini-dalle,tifa160_117,How are the books arranged? A stack?,yes
tifa160,vq2a,mini-dalle,tifa160_117,Which book is at the bottom of the stack? blue book?,
tifa160,vq2a,mini-dalle,tifa160_117,Which book is in the middle of the stack? The red book?,
tifa160,vq2a,mini-dalle,tifa160_117,Which book is in the middle of the stack? red book?,yes
tifa160,vq2a,mini-dalle,tifa160_25,How many wheels does a bicycle have? two?,yes
tifa160,vq2a,mini-dalle,tifa160_25,How many wheels does a bicycle have? two wheels?,
tifa160,vq2a,mini-dalle,tifa160_25,What is a bicycle? A vehicle?,yes
tifa160,vq2a,mini-dalle,tifa160_25,How is a bicycle steered? handlebars?,yes
tifa160,vq2a,mini-dalle,tifa160_25,What holds the wheels of a bicycle? frame?,yes
tifa160,vq2a,mini-dalle,tifa160_25,What propels a bicycle? pedals?,yes
tifa160,vq2a,mini-dalle,tifa160_25,How many wheels are in front of the other on a bicycle? one?,
tifa160,vq2a,mini-dalle,tifa160_34,A human is right to what? bed?,yes
tifa160,vq2a,mini-dalle,tifa160_34,Who has the right to bed? human?,yes
tifa160,vq2a,mini-dalle,tifa160_127,What is below the bike in the photo? sign?,yes
tifa160,vq2a,mini-dalle,tifa160_127,What is there of a bike and stop sign? photo?,yes
tifa160,vq2a,mini-dalle,tifa160_127,What is the stop sign below? bike?,yes
tifa160,vq2a,mini-dalle,tifa160_109,What is the bench next to in the photo? suitcase?,yes
tifa160,vq2a,mini-dalle,tifa160_109,What is there of a suitcase and bench? photo?,yes
tifa160,vq2a,mini-dalle,tifa160_109,What is left to the suitcase in the photo? bench?,yes
tifa160,vq2a,mini-dalle,tifa160_20,What animal is in the photo? blue bear?,yes
tifa160,vq2a,mini-dalle,tifa160_20,What kind of media does blue bear X have? photo?,yes
tifa160,vq2a,mini-dalle,tifa160_115,What is the stop sign above in the photo? bed?,yes
tifa160,vq2a,mini-dalle,tifa160_115,Stop sign is above bed in what? photo?,no
tifa160,vq2a,mini-dalle,tifa160_115,What is above the bed in the photo? sign?,yes
tifa160,vq2a,mini-dalle,tifa160_151,What is above the bear in the photo? bus?,yes
tifa160,vq2a,mini-dalle,tifa160_151,What is above the bus in the photo? bear?,no
tifa160,vq2a,mini-dalle,tifa160_151,What is there of a bear and a bus? photo?,no
tifa160,vq2a,mini-dalle,tifa160_129,What kind of table is in the photo? dining?,no
tifa160,vq2a,mini-dalle,tifa160_129,A dining table and traffic light is depicted in what medium? photo?,
tifa160,vq2a,mini-dalle,tifa160_129,What is the traffic light below? table?,yes
tifa160,vq2a,mini-dalle,tifa160_129,What is below the dining table in the photo? traffic light?,yes
tifa160,vq2a,mini-dalle,tifa160_124,What is to the left of the airplane in the photo? backpack?,no
tifa160,vq2a,mini-dalle,tifa160_124,What is left to the backpack in the photo? airplane?,yes
tifa160,vq2a,mini-dalle,tifa160_29,What is there of a dog and a stop sign? photo?,no
tifa160,vq2a,mini-dalle,tifa160_29,What is left to the dog in the photo? sign?,yes
tifa160,vq2a,mini-dalle,tifa160_157,Skateboard is right to what? bird?,yes
tifa160,vq2a,mini-dalle,tifa160_157,Skateboard is right to bird is what kind of media? photo?,yes
tifa160,vq2a,mini-dalle,tifa160_28,Skateboard is left to bike in what? photo?,yes
tifa160,vq2a,mini-dalle,tifa160_28,What is the skateboard next to in the photo? bike?,yes
tifa160,vq2a,mini-dalle,tifa160_148,What is the bench below? bed?,yes
tifa160,vq2a,mini-dalle,tifa160_148,What is there of a bed and bench? photo?,yes
tifa160,vq2a,mini-dalle,tifa160_148,What is below the bed? bench?,yes
tifa160,vq2a,mini-dalle,tifa160_106,What color hydrant is in the photo? blue fire?,yes
tifa160,vq2a,mini-dalle,tifa160_106,What kind of media is a fire hydrant depicted in? photo?,
tifa160,vq2a,mini-dalle,tifa160_120,A bear and a dining table are in what item? photo?,
tifa160,vq2a,mini-dalle,tifa160_120,What is below the bear in the photo? dining table?,yes
tifa160,vq2a,mini-dalle,tifa160_120,What is below the dining table in the photo? bear?,no
tifa160,vq2a,mini-dalle,tifa160_120,What is below the bear in the photo? table?,yes
tifa160,vq2a,mini-dalle,tifa160_113,What kind of table is next to the chair? dining?,yes
tifa160,vq2a,mini-dalle,tifa160_113,What is to the left of the chair in the photo? table?,yes
tifa160,vq2a,mini-dalle,tifa160_113,What is there of a chair and dining table? photo?,yes
tifa160,vq2a,mini-dalle,tifa160_113,What is to the left of the dining table in the photo? chair?,
tifa160,vq2a,mini-dalle,tifa160_153,What kind of treehouse is in an oak tree? wood treehouse?,
tifa160,vq2a,mini-dalle,tifa160_153,What kind of tree is the treehouse in? oak tree?,yes
tifa160,vq2a,mini-dalle,tifa160_141,What is hanging over the mountain? cloud?,yes
tifa160,vq2a,mini-dalle,tifa160_141,What is the cloud hanging over? mountain?,yes
tifa160,vq2a,mini-dalle,tifa160_33,What is the ostrich standing on? couch?,yes
tifa160,vq2a,mini-dalle,tifa160_33,What is standing on a couch? ostrich?,yes
tifa160,vq2a,mini-dalle,tifa160_32,What are the glasses under? computer monitor?,yes
tifa160,vq2a,mini-dalle,tifa160_32,What is under a computer monitor? glasses?,yes
tifa160,vq2a,mini-dalle,tifa160_118,What is the name of the famous New York City square? Times Square?,
tifa160,vq2a,mini-dalle,tifa160_118,During what part of the day is Times Square most active? day?,yes
tifa160,vq2a,mini-dalle,tifa160_154,What is the fire hydrant surrounded by? dirt?,yes
tifa160,vq2a,mini-dalle,tifa160_154,What is pictured? rusty fire hydrant?,yes
tifa160,vq2a,mini-dalle,tifa160_159,What was the snake curled around? wooden post?,yes
tifa160,vq2a,mini-dalle,tifa160_159,What was curled around a wooden post? snake?,yes
tifa160,vq2a,mini-dalle,tifa160_147,What color is the bench on the grand piano? white bench?,yes
