dsg_prompt_split,qg_model,t2i_model,item_id,question,answer
tifa160,tifa,mini-dalle,tifa160_96,is the wave large?,yes
tifa160,tifa,mini-dalle,tifa160_96,is the wave large or small?,large
tifa160,tifa,mini-dalle,tifa160_18,is there a bed?,yes
tifa160,tifa,mini-dalle,tifa160_18,is there a laptop on the bed?,yes
tifa160,tifa,mini-dalle,tifa160_18,what type of electronic device is on the bed?,laptop
tifa160,tifa,mini-dalle,tifa160_18,is this a black and white photograph?,yes
tifa160,tifa,mini-dalle,tifa160_18,is this a black and white or a color photograph?,black and white
tifa160,tifa,mini-dalle,tifa160_18,is this a photograph?,yes
tifa160,tifa,mini-dalle,tifa160_18,"is this a photograph, a painting, or a drawing?",photograph
tifa160,tifa,mini-dalle,tifa160_92,is this a man?,yes
tifa160,tifa,mini-dalle,tifa160_92,is this a motorcycle?,yes
tifa160,tifa,mini-dalle,tifa160_92,what type of vehicle is this?,motorcycle
tifa160,tifa,mini-dalle,tifa160_92,is the man smoking a cigarette?,yes
tifa160,tifa,mini-dalle,tifa160_92,what is the man smoking?,cigarette
tifa160,tifa,mini-dalle,tifa160_92,is the man sitting on the motorcycle?,yes
tifa160,tifa,mini-dalle,tifa160_92,is the man smoking?,yes
tifa160,tifa,mini-dalle,tifa160_90,is there a pear?,yes
tifa160,tifa,mini-dalle,tifa160_90,is there an orange?,yes
tifa160,tifa,mini-dalle,tifa160_90,are there bananas?,no
tifa160,tifa,mini-dalle,tifa160_90,is there a bowl?,yes
tifa160,tifa,mini-dalle,tifa160_90,are there two bananas?,yes
tifa160,tifa,mini-dalle,tifa160_90,how many bananas are in the bowl?,1
tifa160,tifa,mini-dalle,tifa160_90,is the bowl wooden?,yes
tifa160,tifa,mini-dalle,tifa160_90,what is the material of the bowl?,wooden
tifa160,tifa,mini-dalle,tifa160_78,is this a woman?,yes
tifa160,tifa,mini-dalle,tifa160_78,is the woman wearing a dress?,yes
tifa160,tifa,mini-dalle,tifa160_78,what is the woman wearing?,dress
tifa160,tifa,mini-dalle,tifa160_78,what type of furniture is this?,chair
tifa160,tifa,mini-dalle,tifa160_78,what type of container is this?,vase
tifa160,tifa,mini-dalle,tifa160_78,is the woman sitting in the chair?,yes
tifa160,tifa,mini-dalle,tifa160_78,is the dress blue?,yes
tifa160,tifa,mini-dalle,tifa160_78,what color is the dress?,blue
tifa160,tifa,mini-dalle,tifa160_78,is the chair modern?,yes
tifa160,tifa,mini-dalle,tifa160_78,is the chair modern or antique?,antique
tifa160,tifa,mini-dalle,tifa160_78,is the room empty?,no
tifa160,tifa,mini-dalle,tifa160_78,is the room empty or full?,full
tifa160,tifa,mini-dalle,tifa160_80,are there giraffes?,yes
tifa160,tifa,mini-dalle,tifa160_80,what animals are in the picture?,giraffes
tifa160,tifa,mini-dalle,tifa160_80,is this an enclosure?,yes
tifa160,tifa,mini-dalle,tifa160_80,what type of place is this?,park
tifa160,tifa,mini-dalle,tifa160_80,are the giraffes gathered together?,yes
tifa160,tifa,mini-dalle,tifa160_80,is this a group of giraffes?,yes
tifa160,tifa,mini-dalle,tifa160_61,is this a bike?,yes
tifa160,tifa,mini-dalle,tifa160_61,what type of vehicle is this?,bike
tifa160,tifa,mini-dalle,tifa160_61,are the handles white?,yes
tifa160,tifa,mini-dalle,tifa160_61,what color are the handles?,white
tifa160,tifa,mini-dalle,tifa160_61,is there a pole?,yes
tifa160,tifa,mini-dalle,tifa160_61,is this a sidewalk?,yes
tifa160,tifa,mini-dalle,tifa160_61,what type of place is this?,sidewalk
tifa160,tifa,mini-dalle,tifa160_61,is the bike locked to the pole?,yes
tifa160,tifa,mini-dalle,tifa160_61,is the bike red?,yes
tifa160,tifa,mini-dalle,tifa160_61,what color is the bike?,red
tifa160,tifa,mini-dalle,tifa160_61,is the pole black?,no
tifa160,tifa,mini-dalle,tifa160_61,what color is the pole?,red
tifa160,tifa,mini-dalle,tifa160_41,are there people walking down the city sidewalk?,yes
tifa160,tifa,mini-dalle,tifa160_41,is this a city sidewalk?,yes
tifa160,tifa,mini-dalle,tifa160_41,what type of place is this?,city sidewalk
tifa160,tifa,mini-dalle,tifa160_41,are there headphones?,yes
tifa160,tifa,mini-dalle,tifa160_41,what type of electronic device is this?,earphones
tifa160,tifa,mini-dalle,tifa160_41,are the people walking down the city sidewalk?,yes
tifa160,tifa,mini-dalle,tifa160_41,is there one person with headphones?,yes
tifa160,tifa,mini-dalle,tifa160_41,is one of the people showing headphones?,yes
tifa160,tifa,mini-dalle,tifa160_67,is this a woman?,yes
tifa160,tifa,mini-dalle,tifa160_67,who is eating food outside from a plate on her lap?,woman
tifa160,tifa,mini-dalle,tifa160_67,is there food?,yes
tifa160,tifa,mini-dalle,tifa160_67,is there a plate?,yes
tifa160,tifa,mini-dalle,tifa160_67,what type of container is this?,plate
tifa160,tifa,mini-dalle,tifa160_67,is the woman eating food?,yes
tifa160,tifa,mini-dalle,tifa160_67,is the woman barefoot?,yes
tifa160,tifa,mini-dalle,tifa160_67,is the woman barefoot or wearing shoes?,barefoot
tifa160,tifa,mini-dalle,tifa160_67,is the woman eating food outside?,yes
tifa160,tifa,mini-dalle,tifa160_67,is the woman eating food outside or inside?,outside
tifa160,tifa,mini-dalle,tifa160_67,is the plate on her lap?,yes
tifa160,tifa,mini-dalle,tifa160_67,is the plate on her lap or on the table?,on her lap
tifa160,tifa,mini-dalle,tifa160_65,are there stuffed animals?,yes
tifa160,tifa,mini-dalle,tifa160_65,what type of toys are these?,stuffed animals
tifa160,tifa,mini-dalle,tifa160_65,is there a bed?,yes
tifa160,tifa,mini-dalle,tifa160_65,are the stuffed animals sitting?,yes
tifa160,tifa,mini-dalle,tifa160_65,is this a group of stuffed animals?,yes
tifa160,tifa,mini-dalle,tifa160_65,is this a group or a single stuffed animal?,group
tifa160,tifa,mini-dalle,tifa160_65,are the stuffed animals sitting next to each other?,yes
tifa160,tifa,mini-dalle,tifa160_65,are the stuffed animals next to each other or far apart?,next to each other
tifa160,tifa,mini-dalle,tifa160_44,is this a baseball player?,yes
tifa160,tifa,mini-dalle,tifa160_44,who is running to a base?,baseball player
tifa160,tifa,mini-dalle,tifa160_44,is there a base?,yes
tifa160,tifa,mini-dalle,tifa160_44,what is the baseball player running to?,base
tifa160,tifa,mini-dalle,tifa160_44,is this a game?,yes
tifa160,tifa,mini-dalle,tifa160_44,is the baseball player running?,yes
tifa160,tifa,mini-dalle,tifa160_44,is this a game at night?,yes
tifa160,tifa,mini-dalle,tifa160_44,is this a game at night or during the day?,at night
tifa160,tifa,mini-dalle,tifa160_68,is this a train?,yes
tifa160,tifa,mini-dalle,tifa160_68,what type of vehicle is this?,train
tifa160,tifa,mini-dalle,tifa160_68,is there a track?,yes
tifa160,tifa,mini-dalle,tifa160_68,what is the train on?,track
tifa160,tifa,mini-dalle,tifa160_68,are there trees?,yes
tifa160,tifa,mini-dalle,tifa160_68,are there many trees?,yes
tifa160,tifa,mini-dalle,tifa160_68,are there trees near the train?,yes
tifa160,tifa,mini-dalle,tifa160_68,are the trees near or far from the train?,near
tifa160,tifa,mini-dalle,tifa160_9,is this a man?,yes
tifa160,tifa,mini-dalle,tifa160_9,is the man wearing a suit?,yes
tifa160,tifa,mini-dalle,tifa160_9,is the man wearing a tie?,yes
tifa160,tifa,mini-dalle,tifa160_9,is the man holding a beer?,yes
tifa160,tifa,mini-dalle,tifa160_9,what is the man holding?,beer
tifa160,tifa,mini-dalle,tifa160_9,is the man young?,yes
tifa160,tifa,mini-dalle,tifa160_9,is the man young or old?,young
tifa160,tifa,mini-dalle,tifa160_94,is this a man?,yes
tifa160,tifa,mini-dalle,tifa160_94,is this a food truck?,yes
tifa160,tifa,mini-dalle,tifa160_94,what type of vehicle is this?,food truck
tifa160,tifa,mini-dalle,tifa160_94,is there a menu?,yes
tifa160,tifa,mini-dalle,tifa160_94,what is the man viewing?,menu
tifa160,tifa,mini-dalle,tifa160_94,is the man viewing the menu?,yes
tifa160,tifa,mini-dalle,tifa160_45,is this a group of beginner snow skiers?,yes
tifa160,tifa,mini-dalle,tifa160_45,are these beginner snow skiers?,yes
tifa160,tifa,mini-dalle,tifa160_45,who is having class?,beginner snow skiers
tifa160,tifa,mini-dalle,tifa160_45,are the beginner snow skiers having class?,yes
tifa160,tifa,mini-dalle,tifa160_45,what are the beginner snow skiers doing?,having a picnic
tifa160,tifa,mini-dalle,tifa160_50,is there a plate?,yes
tifa160,tifa,mini-dalle,tifa160_50,is there broccoli?,yes
tifa160,tifa,mini-dalle,tifa160_50,what type of vegetable is this?,broccoli
tifa160,tifa,mini-dalle,tifa160_50,is there meat?,yes
tifa160,tifa,mini-dalle,tifa160_50,are there veggies?,yes
tifa160,tifa,mini-dalle,tifa160_50,"is the plate topped with broccoli, meat and veggies?",yes
tifa160,tifa,mini-dalle,tifa160_50,is the plate red?,yes
tifa160,tifa,mini-dalle,tifa160_50,what color is the plate?,red
tifa160,tifa,mini-dalle,tifa160_16,is this a sheep?,yes
tifa160,tifa,mini-dalle,tifa160_16,what animal is in the picture?,sheep
tifa160,tifa,mini-dalle,tifa160_16,is there hair on the sheep?,yes
tifa160,tifa,mini-dalle,tifa160_16,what is on the sheep?,wool
tifa160,tifa,mini-dalle,tifa160_16,is there a fence?,yes
tifa160,tifa,mini-dalle,tifa160_16,what type of structure is this?,fence
tifa160,tifa,mini-dalle,tifa160_16,is the sheep standing under the fence?,yes
tifa160,tifa,mini-dalle,tifa160_16,is the hair short?,yes
tifa160,tifa,mini-dalle,tifa160_16,is the hair short or long?,short
tifa160,tifa,mini-dalle,tifa160_16,is the sheep under the fence?,yes
tifa160,tifa,mini-dalle,tifa160_16,is the sheep under or next to the fence?,next to
tifa160,tifa,mini-dalle,tifa160_51,is this a woman?,yes
tifa160,tifa,mini-dalle,tifa160_51,who is on the court?,woman
tifa160,tifa,mini-dalle,tifa160_51,is this a court?,yes
tifa160,tifa,mini-dalle,tifa160_51,what type of place is this?,court
tifa160,tifa,mini-dalle,tifa160_51,is the woman playing a game?,yes
tifa160,tifa,mini-dalle,tifa160_51,is the woman playing tennis?,yes
tifa160,tifa,mini-dalle,tifa160_51,what sport is the woman playing?,tennis
tifa160,tifa,mini-dalle,tifa160_15,is there a clock?,yes
tifa160,tifa,mini-dalle,tifa160_15,what type of object is this?,clock
tifa160,tifa,mini-dalle,tifa160_15,is there a building?,yes
tifa160,tifa,mini-dalle,tifa160_15,is the clock hanging from the building?,yes
tifa160,tifa,mini-dalle,tifa160_15,is the clock large?,yes
tifa160,tifa,mini-dalle,tifa160_15,is the clock large or small?,large
tifa160,tifa,mini-dalle,tifa160_15,does the clock read 12:43?,yes
tifa160,tifa,mini-dalle,tifa160_1,are there planes?,yes
tifa160,tifa,mini-dalle,tifa160_1,what type of vehicle is this?,planes
tifa160,tifa,mini-dalle,tifa160_1,are there windows?,yes
tifa160,tifa,mini-dalle,tifa160_1,is there a group of planes?,yes
tifa160,tifa,mini-dalle,tifa160_1,is the wall large?,yes
tifa160,tifa,mini-dalle,tifa160_1,is the wall large or small?,small
tifa160,tifa,mini-dalle,tifa160_1,are the planes near the wall?,yes
tifa160,tifa,mini-dalle,tifa160_1,are the planes near or far from the wall?,near
tifa160,tifa,mini-dalle,tifa160_19,is this a boy?,yes
tifa160,tifa,mini-dalle,tifa160_19,who is standing in the door of a bus?,boy
tifa160,tifa,mini-dalle,tifa160_19,is this a bus?,yes
tifa160,tifa,mini-dalle,tifa160_19,what type of vehicle is this?,bus
tifa160,tifa,mini-dalle,tifa160_19,is the boy standing in the door of a bus?,yes
tifa160,tifa,mini-dalle,tifa160_76,is there a person in a wooden boat?,yes
tifa160,tifa,mini-dalle,tifa160_76,who is in the wooden boat?,person
tifa160,tifa,mini-dalle,tifa160_76,is this a wooden boat?,yes
tifa160,tifa,mini-dalle,tifa160_76,what type of boat is this?,canoe
tifa160,tifa,mini-dalle,tifa160_76,is this a shore?,yes
tifa160,tifa,mini-dalle,tifa160_76,is this a beach?,yes
tifa160,tifa,mini-dalle,tifa160_76,is this a shot?,yes
tifa160,tifa,mini-dalle,tifa160_87,is this a motorcycle?,yes
tifa160,tifa,mini-dalle,tifa160_87,what type of vehicle is this?,motorcycle
tifa160,tifa,mini-dalle,tifa160_87,is this a closeup picture?,yes
tifa160,tifa,mini-dalle,tifa160_87,is this the front of the motorcycle?,yes
tifa160,tifa,mini-dalle,tifa160_87,is this the front or the back of the motorcycle?,front
tifa160,tifa,mini-dalle,tifa160_87,is the motorcycle clean?,yes
tifa160,tifa,mini-dalle,tifa160_87,is the motorcycle clean or dirty?,clean
tifa160,tifa,mini-dalle,tifa160_40,are there fruits?,yes
tifa160,tifa,mini-dalle,tifa160_40,are there vegetables?,yes
tifa160,tifa,mini-dalle,tifa160_40,are the fruits and vegetables set together?,yes
tifa160,tifa,mini-dalle,tifa160_40,is this an assortment of fruits and vegetables?,yes
tifa160,tifa,mini-dalle,tifa160_40,are the fruits and vegetables together or apart?,together
tifa160,tifa,mini-dalle,tifa160_52,are there motorcycles parked on the side of the road?,yes
tifa160,tifa,mini-dalle,tifa160_52,what type of vehicle is parked on the side of the road?,motorcycles
tifa160,tifa,mini-dalle,tifa160_52,are the motorcycles parked?,yes
tifa160,tifa,mini-dalle,tifa160_52,is this a row of motorcycles?,yes
tifa160,tifa,mini-dalle,tifa160_52,is this a row or a group of motorcycles?,row
tifa160,tifa,mini-dalle,tifa160_52,are the motorcycles parked on the side of the road?,yes
tifa160,tifa,mini-dalle,tifa160_75,are there bears in the grass field?,yes
tifa160,tifa,mini-dalle,tifa160_75,what animals are in the grass field?,bears
tifa160,tifa,mini-dalle,tifa160_75,is this a grass field?,yes
tifa160,tifa,mini-dalle,tifa160_75,what type of place is this?,grass field
tifa160,tifa,mini-dalle,tifa160_75,are the bears brown?,yes
tifa160,tifa,mini-dalle,tifa160_75,what color are the bears?,brown
tifa160,tifa,mini-dalle,tifa160_75,are there some bears?,yes
tifa160,tifa,mini-dalle,tifa160_75,are the bears very big?,yes
tifa160,tifa,mini-dalle,tifa160_75,are the bears very big or very small?,very big
tifa160,tifa,mini-dalle,tifa160_75,is the grass field big?,yes
tifa160,tifa,mini-dalle,tifa160_75,is the grass field big or small?,medium
tifa160,tifa,mini-dalle,tifa160_54,is this a woman?,yes
tifa160,tifa,mini-dalle,tifa160_54,who is sitting on a couch?,woman
tifa160,tifa,mini-dalle,tifa160_54,is there a couch?,yes
tifa160,tifa,mini-dalle,tifa160_54,what type of furniture is this?,couch
tifa160,tifa,mini-dalle,tifa160_54,is there a laptop?,yes
tifa160,tifa,mini-dalle,tifa160_54,what type of computer is this?,laptop
tifa160,tifa,mini-dalle,tifa160_54,is the woman sitting on the couch?,yes
tifa160,tifa,mini-dalle,tifa160_54,is the laptop in front of the woman?,yes
tifa160,tifa,mini-dalle,tifa160_54,is the laptop in front of or behind the woman?,behind
tifa160,tifa,mini-dalle,tifa160_72,is this a lady?,yes
tifa160,tifa,mini-dalle,tifa160_72,is the lady playing tennis?,yes
tifa160,tifa,mini-dalle,tifa160_72,what sport is the person playing?,tennis
tifa160,tifa,mini-dalle,tifa160_72,is this a court?,yes
tifa160,tifa,mini-dalle,tifa160_72,what type of place is this?,court
tifa160,tifa,mini-dalle,tifa160_72,is the lady wearing red?,yes
tifa160,tifa,mini-dalle,tifa160_72,what color is the lady wearing?,red
tifa160,tifa,mini-dalle,tifa160_72,is the court blue?,yes
tifa160,tifa,mini-dalle,tifa160_72,is the court green?,yes
tifa160,tifa,mini-dalle,tifa160_98,is there a slope?,yes
tifa160,tifa,mini-dalle,tifa160_98,is there a background?,yes
tifa160,tifa,mini-dalle,tifa160_98,is there a foreground?,yes
tifa160,tifa,mini-dalle,tifa160_98,is there a grassy slope?,yes
tifa160,tifa,mini-dalle,tifa160_98,are there rams?,no
tifa160,tifa,mini-dalle,tifa160_98,what animals are in the picture?,none
tifa160,tifa,mini-dalle,tifa160_98,what type of plant is this?,evergreen
tifa160,tifa,mini-dalle,tifa160_98,are the rams grazing?,yes
tifa160,tifa,mini-dalle,tifa160_98,what are the rams doing?,grazing
tifa160,tifa,mini-dalle,tifa160_98,is the slope white?,yes
tifa160,tifa,mini-dalle,tifa160_98,what color is the slope?,white
tifa160,tifa,mini-dalle,tifa160_98,are there several rams?,no
tifa160,tifa,mini-dalle,tifa160_98,does the slope cover the background?,yes
tifa160,tifa,mini-dalle,tifa160_98,does the foreground feature a grassy slope?,yes
tifa160,tifa,mini-dalle,tifa160_98,is the evergreen measly?,yes
tifa160,tifa,mini-dalle,tifa160_98,is the evergreen underdeveloped?,yes
tifa160,tifa,mini-dalle,tifa160_82,is this a boy?,yes
tifa160,tifa,mini-dalle,tifa160_82,is the boy wearing a green shirt?,yes
tifa160,tifa,mini-dalle,tifa160_82,what is the boy wearing?,green shirt
tifa160,tifa,mini-dalle,tifa160_82,is there some fruit?,yes
tifa160,tifa,mini-dalle,tifa160_82,what type of food is in the picture?,fruit
tifa160,tifa,mini-dalle,tifa160_82,is the boy posing with some fruit?,yes
tifa160,tifa,mini-dalle,tifa160_82,is the shirt green?,yes
tifa160,tifa,mini-dalle,tifa160_82,what color is the shirt?,green
tifa160,tifa,mini-dalle,tifa160_84,is this a woman?,yes
tifa160,tifa,mini-dalle,tifa160_84,are there teeth?,yes
tifa160,tifa,mini-dalle,tifa160_84,what is the woman brushing?,teeth
tifa160,tifa,mini-dalle,tifa160_84,is the woman dressed?,yes
tifa160,tifa,mini-dalle,tifa160_84,is the woman smiling?,yes
tifa160,tifa,mini-dalle,tifa160_84,is the woman brushing her teeth?,yes
tifa160,tifa,mini-dalle,tifa160_84,is the woman dressed in black?,yes
tifa160,tifa,mini-dalle,tifa160_84,what color is the woman dressed in?,black
tifa160,tifa,mini-dalle,tifa160_13,is this a man?,yes
tifa160,tifa,mini-dalle,tifa160_13,is the man wearing a shirt?,yes
tifa160,tifa,mini-dalle,tifa160_13,is there an ocean wave?,yes
tifa160,tifa,mini-dalle,tifa160_13,what type of wave is this?,ocean wave
tifa160,tifa,mini-dalle,tifa160_13,is the man playing on an ocean wave?,yes
tifa160,tifa,mini-dalle,tifa160_13,what is the man doing on the ocean wave?,surfing
tifa160,tifa,mini-dalle,tifa160_13,is the shirt black?,yes
tifa160,tifa,mini-dalle,tifa160_13,what color is the shirt?,black
tifa160,tifa,mini-dalle,tifa160_83,are there people posting in front of a camera?,yes
tifa160,tifa,mini-dalle,tifa160_83,is there a camera?,yes
tifa160,tifa,mini-dalle,tifa160_83,what type of device is this?,camera
tifa160,tifa,mini-dalle,tifa160_83,are the people posting in front of a camera?,yes
tifa160,tifa,mini-dalle,tifa160_83,are there some people?,yes
tifa160,tifa,mini-dalle,tifa160_83,are the people posting in front of a camera for a picture?,yes
tifa160,tifa,mini-dalle,tifa160_8,are there laptops?,yes
tifa160,tifa,mini-dalle,tifa160_8,is there a mouse?,yes
tifa160,tifa,mini-dalle,tifa160_8,are there cords?,yes
tifa160,tifa,mini-dalle,tifa160_8,are there wires?,yes
tifa160,tifa,mini-dalle,tifa160_8,is there a monitor?,yes
tifa160,tifa,mini-dalle,tifa160_8,are there two laptops?,yes
tifa160,tifa,mini-dalle,tifa160_8,how many laptops are there?,1
tifa160,tifa,mini-dalle,tifa160_59,are there children?,yes
tifa160,tifa,mini-dalle,tifa160_59,is there grass?,yes
tifa160,tifa,mini-dalle,tifa160_59,what is the children sitting on?,grass
tifa160,tifa,mini-dalle,tifa160_59,is there a Frisbee?,yes
tifa160,tifa,mini-dalle,tifa160_59,are the children sitting in the grass?,yes
tifa160,tifa,mini-dalle,tifa160_59,are the children holding a Frisbee?,yes
tifa160,tifa,mini-dalle,tifa160_59,is this a group of children?,yes
tifa160,tifa,mini-dalle,tifa160_6,is this a man?,yes
tifa160,tifa,mini-dalle,tifa160_6,is the man wearing a green suit?,yes
tifa160,tifa,mini-dalle,tifa160_6,what is the man wearing?,green suit
tifa160,tifa,mini-dalle,tifa160_6,is there a laptop?,yes
tifa160,tifa,mini-dalle,tifa160_6,what type of computer is this?,laptop
tifa160,tifa,mini-dalle,tifa160_6,is the man leaning over a laptop?,yes
tifa160,tifa,mini-dalle,tifa160_6,is the suit green?,yes
tifa160,tifa,mini-dalle,tifa160_6,what color is the suit?,green
tifa160,tifa,mini-dalle,tifa160_60,is this a motorcycle?,yes
tifa160,tifa,mini-dalle,tifa160_60,what type of vehicle is this?,motorcycle
tifa160,tifa,mini-dalle,tifa160_60,is this a dirt road?,yes
tifa160,tifa,mini-dalle,tifa160_60,is the motorcycle grey?,yes
tifa160,tifa,mini-dalle,tifa160_60,what color is the motorcycle?,grey
tifa160,tifa,mini-dalle,tifa160_60,is the motorcycle next to the building?,yes
tifa160,tifa,mini-dalle,tifa160_60,is the motorcycle next to or behind the building?,behind
tifa160,tifa,mini-dalle,tifa160_62,is there a table?,yes
tifa160,tifa,mini-dalle,tifa160_62,are there bags on the table?,yes
